request_id,user_id,request_date,request_type,requested_amount,desired_completion_date,allows_partial_payment,request_text
request_200,user_200,2025-02-06,purchase,21717000,2025-04-10,false,"The laptop comes to IDR 21,717,000. How much of the laptop price can I safely cover today?"
request_201,user_201,2026-04-03,debt_repayment,23997000,2026-05-16,true,"Is the full extra repayment safe, or should I pay a smaller amount? The extra repayment I'm considering is IDR 23,997,000."
request_202,user_202,2024-12-05,family_transfer,123900,2025-01-14,false,"I want to send INR 123,900 to my family. I need to complete it by 14 January 2025. Can I make the full transfer without falling short on my own bills?"
request_203,user_203,2025-05-07,emergency_expense,1442.1,2025-07-08,false,"Can I cover the full repair now and still manage my essential expenses? I need to decide by 8 July 2025. I need to cover an urgent repair of EUR 1,442.10."
request_204,user_204,2026-01-04,housing,588.74,2026-01-31,true,I need to pay a EUR 588.74 rental deposit. Can I cover this deposit without putting rent and regular bills at risk?
request_205,user_205,2024-03-06,debt_repayment,10621000,2024-05-19,true,"Can I clear this additional amount without putting upcoming bills at risk? The additional loan payment would be IDR 10,621,000."
request_206,user_206,2025-08-03,family_transfer,1404.7,2025-09-29,true,"I need to make a family transfer of EUR 1,404.70. I need to complete it by 29 September 2025. Should I send the full amount, send part of it, or wait?"
request_207,user_207,2026-07-05,family_transfer,11830,2026-07-24,true,"Can I make the full transfer without falling short on my own bills? I need to decide by 24 July 2026. The amount I want to send is ZAR 11,830."
request_208,user_208,2024-06-07,travel,4413000,2024-07-13,true,"The total trip cost is IDR 4,413,000. Can I book the family trip now and still cover my usual expenses?"
request_209,user_209,2025-11-04,travel,56914,2025-11-25,false,"How much can I safely put toward the booking today? I can book the family trip for ZAR 56,914."
request_210,user_210,2026-04-06,emergency_expense,1360.02,2026-06-23,true,"I need to cover an urgent repair of USD 1,360.02. I need to complete it by 23 June 2026. Should I pay for the repair in full, split the payment, or wait?"
request_211,user_211,2024-09-03,other,1788.6,2024-11-15,true,"How much can I safely pay toward the membership now? I need to decide by 15 November 2024. I've been offered the annual membership for EUR 1,788.60."
request_212,user_212,2025-02-05,other,71934000,2025-02-28,true,"The annual membership costs IDR 71,934,000. Would committing to the membership leave enough for my upcoming bills?"
request_213,user_213,2026-01-07,family_transfer,3362.4,2026-03-22,false,"Can I complete this family transfer and still keep my minimum balance? I need to make a family transfer of USD 3,362.40."
request_214,user_214,2024-12-04,other,69750,2025-01-28,true,"The annual plan comes to INR 69,750. I need to complete it by 28 January 2025. Is the full membership fee affordable today, or should I wait?"
request_215,user_215,2025-05-06,investment,29986,2025-07-10,true,"How much can I invest now without affecting essential payments? I need to decide by 10 July 2025. The investment I'm considering is ZAR 29,986."
request_216,user_216,2026-07-03,travel,3332.4,2026-09-15,false,"I can book the family trip for USD 3,332.40. Does paying for the trip now leave enough for the rest of the month?"
request_217,user_217,2024-03-05,travel,37180,2024-05-21,true,"Can I afford the full trip without putting upcoming bills at risk? I've found a travel option for ZAR 37,180."
request_218,user_218,2025-08-07,purchase,61142000,2025-10-06,false,"The laptop I'm looking at is IDR 61,142,000. I need to complete it by 6 October 2025. Is the laptop affordable right now, or should I wait?"
request_219,user_219,2026-04-04,education,1673.1,2026-06-13,true,"Would paying the course fee now leave enough for my regular commitments? I need to decide by 13 June 2026. I need EUR 1,673.10 for the course fee."
request_220,user_220,2024-06-06,investment,3118.5,2024-07-03,true,"I'm considering setting aside EUR 3,118.50 for an investment. How much can I invest now without affecting essential payments?"
request_221,user_221,2025-11-03,housing,109800,2026-01-14,false,"Can I pay the rental deposit by the requested date? I need INR 109,800 for the rental deposit."
request_222,user_222,2026-01-05,education,34078,2026-03-10,false,"The professional course costs ZAR 34,078. I need to complete it by 10 March 2026. Can I pay for the course before enrolment closes?"
request_223,user_223,2024-09-07,purchase,898.7,2024-10-20,true,"Is the laptop affordable right now, or should I wait? I need to decide by 20 October 2024. The laptop costs EUR 898.70."
request_224,user_224,2025-02-04,travel,10327000,2025-03-16,true,"I've found a travel option for IDR 10,327,000. How much can I safely put toward the booking today?"
request_225,user_225,2026-07-06,emergency_expense,22059000,2026-09-21,true,"Should I pay for the repair in full, split the payment, or wait? The repair I need is priced at IDR 22,059,000."
request_226,user_226,2024-12-03,other,157000,2025-01-15,false,"The annual membership costs INR 157,000. I need to complete it by 15 January 2025. How much can I safely pay toward the membership now?"
request_227,user_227,2025-05-05,debt_repayment,259700,2025-06-20,false,"Can I make the extra loan payment now without affecting essential expenses? I need to decide by 20 June 2025. I'm considering paying an extra INR 259,700 off the loan."
request_228,user_228,2026-04-07,investment,63327000,2026-04-30,true,"I'm thinking of investing IDR 63,327,000. What portion can I invest today without going below my minimum balance?"
request_229,user_229,2024-03-04,travel,1526.8,2024-05-23,false,"How much can I safely put toward the booking today? The total trip cost is EUR 1,526.80."
request_230,user_230,2025-08-06,debt_repayment,3537.6,2025-10-04,false,"I have EUR 3,537.60 in mind as an extra loan payment. I need to complete it by 4 October 2025. Can I clear this additional amount without putting upcoming bills at risk?"
request_231,user_231,2026-01-03,purchase,35706,2026-03-17,true,"Would paying for the laptop today leave enough for my regular expenses? I need to decide by 17 March 2026. I've found a laptop for ZAR 35,706."
request_232,user_232,2024-06-05,travel,1970.1,2024-08-15,true,"The family trip will cost EUR 1,970.10. Can I afford the full trip without putting upcoming bills at risk?"
request_233,user_233,2025-11-07,housing,6241000,2025-12-17,true,"Would paying the full deposit leave enough for my other commitments? The landlord has asked for a deposit of IDR 6,241,000."
request_234,user_234,2026-07-04,debt_repayment,1213.3,2026-09-15,false,"I'm considering paying an extra EUR 1,213.30 off the loan. I need to complete it by 15 September 2026. Would paying this much toward the loan leave enough for the rest of the month?"
request_235,user_235,2024-09-06,education,967.2,2024-10-25,true,How much of the course fee can I manage without cutting into essentials? I need to decide by 25 October 2024. I've been quoted USD 967.20 for the course.
request_236,user_236,2025-02-03,housing,52383000,2025-02-23,true,"The move requires a IDR 52,383,000 deposit. Can I pay the rental deposit by the requested date?"
request_237,user_237,2026-04-05,other,23826000,2026-05-20,false,"Would committing to the membership leave enough for my upcoming bills? Renewing the membership would cost IDR 23,826,000."
request_238,user_238,2024-12-07,investment,663.6,2025-02-16,false,I'm planning an investment contribution of USD 663.60. I need to complete it by 16 February 2025. What portion can I invest today without going below my minimum balance?
request_239,user_239,2025-05-04,investment,642,2025-05-24,false,Would investing this amount leave my upcoming bills covered? I need to decide by 24 May 2025. I have an opportunity to invest USD 642.
request_240,user_240,2026-01-06,travel,101200,2026-03-20,true,"The current quote for the trip is INR 101,200. Would it be safer to book the trip now or wait until more money comes in?"
request_241,user_241,2024-03-03,family_transfer,21052000,2024-05-25,false,"Should I send the full amount, send part of it, or wait? I need to make a family transfer of IDR 21,052,000."
request_242,user_242,2025-08-05,debt_repayment,1966.8,2025-08-25,false,"I would like to repay an additional EUR 1,966.80. I need to complete it by 25 August 2025. Can I make the extra loan payment now without affecting essential expenses?"
request_243,user_243,2026-07-07,emergency_expense,17468,2026-08-09,false,"Can I cover the full repair now and still manage my essential expenses? I need to decide by 9 August 2026. I've received a repair quote for ZAR 17,468."
request_244,user_244,2024-06-04,family_transfer,49918,2024-07-16,false,"I want to send ZAR 49,918 to my family. Would sending the money now leave enough for my upcoming expenses?"
request_245,user_245,2025-11-06,emergency_expense,128500,2026-01-15,false,"Should I pay for the repair in full, split the payment, or wait? I need to cover an urgent repair of INR 128,500."
request_246,user_246,2026-04-03,education,64086,2026-06-02,false,"I'm considering a professional course priced at ZAR 64,086. I need to complete it by 2 June 2026. Is it safe to cover the full course fee by the deadline?"
request_247,user_247,2024-09-05,family_transfer,1059.3,2024-11-08,true,"Can I make the full transfer without falling short on my own bills? I need to decide by 8 November 2024. I'm planning to send my family EUR 1,059.30."
request_248,user_248,2025-02-07,investment,1965.6,2025-04-28,true,"I'm considering setting aside USD 1,965.60 for an investment. What portion can I invest today without going below my minimum balance?"
request_249,user_249,2026-01-04,other,643.2,2026-03-15,false,"Is the full membership fee affordable today, or should I wait? The annual plan comes to USD 643.20."
request_250,user_250,2024-12-06,debt_repayment,124278,2025-01-18,true,"The extra repayment I'm considering is ZAR 124,278. I need to complete it by 18 January 2025. Can I clear this additional amount without putting upcoming bills at risk?"
request_251,user_251,2025-05-03,education,1513.6,2025-06-06,false,"Is it safe to cover the full course fee by the deadline? I need to decide by 6 June 2025. The course fee is EUR 1,513.60."
request_252,user_252,2026-07-05,family_transfer,28082000,2026-09-15,false,"My family needs a transfer of IDR 28,082,000. Can I make the full transfer without falling short on my own bills?"
request_253,user_253,2024-03-07,housing,2840.2,2024-06-01,false,"Would paying the full deposit leave enough for my other commitments? I need to pay a EUR 2,840.20 rental deposit."
request_254,user_254,2025-08-04,other,3535.2,2025-10-15,true,"The annual membership costs USD 3,535.20. I need to complete it by 15 October 2025. Is the full membership fee affordable today, or should I wait?"
request_255,user_255,2026-04-06,family_transfer,3345000,2026-06-15,true,"How much can I safely send to my family today? I need to decide by 15 June 2026. I need to make a family transfer of IDR 3,345,000."
request_256,user_256,2024-06-03,investment,218700,2024-08-19,false,"I'm thinking of investing INR 218,700. Is it safer to invest now, invest a smaller amount, or wait?"
request_257,user_257,2025-11-05,other,1352.4,2026-01-15,false,"Would committing to the membership leave enough for my upcoming bills? I'm considering a yearly membership for USD 1,352.40."
request_258,user_258,2026-01-07,investment,1113.6,2026-01-22,true,"I want to put USD 1,113.60 into an investment. I need to complete it by 22 January 2026. What portion can I invest today without going below my minimum balance?"
request_259,user_259,2024-09-04,other,935,2024-11-15,false,"Is the full membership fee affordable today, or should I wait? I need to decide by 15 November 2024. The full-year membership is EUR 935."
request_260,user_260,2025-02-06,emergency_expense,52079000,2025-04-18,true,"The repair I need is priced at IDR 52,079,000. Should I pay for the repair in full, split the payment, or wait?"
request_261,user_261,2026-07-03,housing,1830.4,2026-09-19,false,"Can I pay the rental deposit by the requested date? The landlord has asked for a deposit of EUR 1,830.40."
request_262,user_262,2024-12-05,education,9236000,2025-01-24,true,"The course I want to take is IDR 9,236,000. I need to complete it by 24 January 2025. Can I pay for the course before enrolment closes?"
request_263,user_263,2025-05-07,education,51546,2025-06-15,true,"Should I pay for the course now, use installments, or wait? I need to decide by 15 June 2025. I've been quoted ZAR 51,546 for the course."
request_264,user_264,2026-04-04,emergency_expense,111300,2026-06-15,false,"I've received a repair quote for INR 111,300. Would paying the repair bill today take me below the balance I need to keep?"
request_265,user_265,2024-03-06,family_transfer,45970,2024-03-21,true,"How much can I safely send to my family today? I want to send INR 45,970 to my family."
request_266,user_266,2025-08-03,investment,935,2025-10-03,false,"I'm planning an investment contribution of EUR 935. I need to complete it by 3 October 2025. Is it safer to invest now, invest a smaller amount, or wait?"
request_267,user_267,2026-01-05,housing,1925,2026-03-17,true,"How much of the rental deposit can I safely pay today? I need to decide by 17 March 2026. I need to pay a EUR 1,925 rental deposit."
request_268,user_268,2024-06-07,debt_repayment,2426.6,2024-08-15,false,"The additional loan payment would be EUR 2,426.60. How much extra can I put toward the loan today?"
request_269,user_269,2025-11-04,family_transfer,15490,2026-01-02,true,"Would sending the money now leave enough for my upcoming expenses? I need to make a family transfer of ZAR 15,490."
request_270,user_270,2026-07-06,investment,3028.8,2026-08-30,false,"I'm thinking of investing USD 3,028.80. I need to complete it by 30 August 2026. How much can I invest now without affecting essential payments?"
request_271,user_271,2024-09-03,travel,91300,2024-11-15,false,"Does paying for the trip now leave enough for the rest of the month? I need to decide by 15 November 2024. The total trip cost is INR 91,300."
request_272,user_272,2025-02-05,debt_repayment,13585000,2025-04-10,false,"I have IDR 13,585,000 in mind as an extra loan payment. Can I make the extra loan payment now without affecting essential expenses?"
request_273,user_273,2026-04-07,education,15861000,2026-06-15,true,"Should I pay for the course now, use installments, or wait? Enrolment for the course comes to IDR 15,861,000."
request_274,user_274,2024-12-04,debt_repayment,2713.7,2025-02-11,false,"I want to put another EUR 2,713.70 toward my loan. I need to complete it by 11 February 2025. Would paying this much toward the loan leave enough for the rest of the month?"
request_275,user_275,2025-05-06,emergency_expense,15884000,2025-07-22,false,"Should I pay for the repair in full, split the payment, or wait? I need to decide by 22 July 2025. I have an unexpected repair bill of IDR 15,884,000."
