message_id,user_id,request_id,related_event_id,sent_at,source_type,message_text
message_113,user_147,request_147,,2026-04-03T09:30:00Z,employer,"Hi, Greenfield Foods payroll here. Regular salary of EUR 1529 resumes on 2026-04-15. A new recurring childcare payment begins in the same month. The updated pay and deductions will appear from the next cycle. Payroll ref EMP-0113."
message_114,user_148,request_148,event_13663,2024-06-03T09:30:00Z,financial_service,A new notice is available for your StackWealth account. The proceeds from your investment sale have settled in the cash account. The sale order is complete and there are no remaining proceeds pending. The transaction history shows the amount that actually reached the cash account. Account ref FIN-0114.
message_115,user_150,request_150,,2026-01-01T09:30:00Z,employer,Riverline Retail has updated your payroll record. Your next salary is reduced to EUR 893.75. The adjustment is due to approved unpaid leave. The adjustment will be visible on your next payslip. Payroll ref EMP-0115.
message_116,user_151,request_151,,2024-08-30T09:30:00Z,employer,"Halo, ini tim payroll Northstar Labs. Gaji pertama dari perusahaan baru adalah IDR 46170000. Pembayaran sudah dikonfirmasi untuk 2024-09-15. Pemrosesan bank dapat memerlukan waktu seperti biasa setelah gaji dikirim. Ref payroll EMP-0116."
message_117,user_152,,event_14026,2025-02-01T09:30:00Z,employer,"Your payroll details at Greenfield Foods have changed. The latest employer credit is the reimbursement for your earlier work expense. The claim is now closed and no additional reimbursement is scheduled. This payment is linked to an earlier work expense, not your regular salary. Payroll ref EMP-0117."
message_118,user_153,,,2026-07-01T09:30:00Z,merchant,"Hi, ShopNest here with an update on your payment. The bill was charged in a foreign currency. Your bank will confirm the final home-currency amount when the transaction settles. The final home-currency amount will use the rate applied when it settles. Order ref MER-0118."
message_119,user_154,request_154,,2024-11-25T09:30:00Z,employer,"Hi, Cedar Health payroll here. One household employment record has ended. The remaining confirmed monthly salary is EUR 1628. Any income that has ended should be removed from future estimates. Payroll ref EMP-0119."
message_120,user_155,,,2025-04-28T09:30:00Z,employer,A quick update from the payroll team at Greenfield Foods. Regular salary of INR 84000 resumes on 2025-05-15. A new recurring childcare payment begins in the same month. The updated pay and deductions will appear from the next cycle. Payroll ref EMP-0120.
message_121,user_156,,event_14399,2026-04-01T09:30:00Z,bank,"Hi, Northfield Bank here. The extra card charge is still being investigated. A reversal has not been posted to the account yet. The dispute is open and no reversal has been posted yet. Txn ref BAN-0121."
message_122,user_157,request_157,,2024-02-29T09:30:00Z,employer,Ada pembaruan singkat dari tim payroll HarborWorks. Gaji bulanan sementara Anda adalah IDR 23940000. Jumlah yang lebih rendah masih berlaku untuk penggajian berikutnya. Inilah jumlah yang saat ini dijadwalkan untuk periode penggajian tersebut. Ref payroll EMP-0122.
message_123,user_159,,,2025-12-25T09:30:00Z,service_provider,There’s a new account update from ShiftPay. The next ShiftPay payout is still pending. The weekly earnings shown in the ShiftPay app can change until the payout is closed. The balance isn’t withdrawable until the payout shows as completed. Case ref SER-0123.
message_124,user_160,,,2024-06-01T09:30:00Z,employer,A quick update from the payroll team at Riverline Retail. Your first salary from the new employer is EUR 1672. It is confirmed for 2024-06-15. Bank processing may take the usual time after the payroll is released. Payroll ref EMP-0124.
message_125,user_161,,,2025-10-24T09:30:00Z,employer,Ada informasi baru dari HarborWorks tentang gaji Anda. Gaji pertama Anda sebesar IDR 26790000 dijadwalkan pada 2025-11-15. Tim payroll sudah menyetujui pembayaran dan mengirimkannya untuk diproses. Dana baru akan terlihat setelah bank memproses berkas penggajian. Ref payroll EMP-0125.
message_126,user_162,,,2026-07-04T09:30:00Z,employer,"Halo, ini tim payroll Cedar Health. Gaji bulanan Anda naik menjadi IDR 29070000. Perubahan ini berlaku mulai 2026-07-15. Jumlah yang diperbarui akan terlihat pada slip gaji berikutnya. Ref payroll EMP-0126."
message_127,user_163,,,2024-09-02T09:30:00Z,employer,Greenfield Foods telah memperbarui catatan penggajian Anda. Gaji rutin Anda untuk penggajian berikutnya adalah IDR 30400000. Penggajian yang sama mencakup penyesuaian tunggakan satu kali sebesar IDR 13680000. Slip gaji berikutnya akan menampilkan gaji rutin dan penyesuaian satu kali secara terpisah. Ref payroll EMP-0127.
message_128,user_164,request_164,,2025-02-01T09:30:00Z,employer,BrightPath Media telah memperbarui catatan penggajian Anda. Gaji pokok yang dikonfirmasi adalah IDR 44270000. Komisi dari transaksi yang masih berjalan belum disetujui. Transaksi yang masih berjalan tidak masuk pembayaran sampai komisinya dinyatakan diperoleh. Ref payroll EMP-0128.
message_129,user_165,request_165,,2026-04-03T09:30:00Z,employer,A note from Cedar Health about your upcoming pay. Your employment has ended. There are no regular salary payments scheduled after the final settlement. Details of any final settlement will be sent separately. Payroll ref EMP-0129.
message_130,user_166,request_166,,2024-12-02T09:30:00Z,service_provider,InvoiceFlow wanted to let you know about a change on your account. The client approved an invoice payment of USD 2340. Settlement is expected on 2024-12-15; the other submitted invoices are still awaiting approval. Only invoices marked as confirmed should be included in the upcoming payout. Case ref SER-0130.
message_131,user_167,request_167,,2025-04-30T09:30:00Z,employer,Here’s the latest payroll information from BrightPath Media. Your confirmed salary is now expected on 2025-05-23. This replaces the payroll date shown in the earlier update. Please use the revised date for anything you normally pay around payday. Payroll ref EMP-0131.
message_132,user_168,request_168,,2026-01-04T09:30:00Z,employer,A note from Greenfield Foods about your upcoming pay. Your next salary is reduced to INR 137150. The adjustment is due to approved unpaid leave. The adjustment will be visible on your next payslip. Payroll ref EMP-0132.
message_133,user_169,,,2024-02-26T09:30:00Z,merchant,"Hi, CartLane here with an update on your payment. The foreign-currency refund is still processing. The final home-currency credit will be calculated when the refund settles. The home-currency credit may change with the settlement-date rate. Order ref MER-0133."
message_134,user_170,,,2025-08-02T09:30:00Z,financial_service,Ada pembaruan baru untuk akun WinPoint Anda. Klaim hadiah Anda sudah diverifikasi dan masih dalam proses pembayaran. Pembayaran tersebut belum masuk ke rekening Anda. Kami akan mengonfirmasi kembali jika dana benar-benar masuk. Ref akun FIN-0134.
message_135,user_171,request_171,,2026-07-01T09:30:00Z,bank,Cedar Bank has new information about one of your transactions. The matching debit and credit came from a transfer between your two accounts. Both accounts are registered under the same account holder. Both entries will remain visible in your transaction history. Txn ref BAN-0135.
message_136,user_172,request_172,,2024-05-28T09:30:00Z,bank,"Hi, Summit Bank here. There are minimum payments due on two separate card accounts this month. A payment to one card will not cover the amount due on the other card. The minimums belong to separate accounts, so one payment won’t clear the other. Txn ref BAN-0136."
message_137,user_173,,,2025-11-03T09:30:00Z,employer,"Hi, Greenfield Foods payroll here. Your salary of USD 1284 is confirmed for 2025-11-15. The receiving bank will convert it using the rate applied on the settlement date. The amount received in your home currency will depend on the settlement-date conversion. Payroll ref EMP-0137."
message_138,user_175,,,2024-09-01T09:30:00Z,employer,A note from Riverline Retail about your upcoming pay. Your temporary monthly pay is EUR 1924.56. The reduced amount continues for the next payroll. This is the amount currently scheduled for the affected pay cycle. Payroll ref EMP-0138.
message_139,user_176,request_176,,2025-01-31T09:30:00Z,employer,A note from Cedar Health about your upcoming pay. Your confirmed base salary is EUR 847. The commission shown for open deals is still pending approval. Open deals will stay out of the payout until the commission is marked as earned. Payroll ref EMP-0139.
message_140,user_177,request_177,,2025-12-24T09:30:00Z,employer,BrightPath Media payroll has posted a new update. Your next salary is reduced to USD 1731.60. The adjustment is due to approved unpaid leave. The adjustment will be visible on your next payslip. Payroll ref EMP-0140.
message_141,user_178,request_178,,2024-12-04T09:30:00Z,service_provider,A quick update about your FreelanceHub account. The client approved an invoice payment of EUR 2376. Settlement is expected on 2024-12-15; the other submitted invoices are still awaiting approval. Only invoices marked as confirmed should be included in the upcoming payout. Case ref SER-0141.
message_142,user_179,,,2025-04-30T09:30:00Z,financial_service,Pemberitahuan baru tersedia untuk akun RewardNow Anda. Selamat! Anda terpilih untuk menerima hadiah uang tunai. Bayar biaya pencairan hari ini agar dana segera diterima. Bayar biaya pemrosesan sekarang agar klaim tidak hangus. Ref akun FIN-0142.
message_143,user_180,,,2026-06-29T09:30:00Z,employer,Here’s the latest payroll information from Northstar Labs. Your first salary will be INR 59000. The confirmed credit date is 2026-07-15. The money will appear after the bank posts the credit. Payroll ref EMP-0143.
message_144,user_182,,,2025-08-04T09:30:00Z,employer,BrightPath Media has updated your payroll record. Your quarterly bonus is still subject to the final performance review. The final amount and payment date have not been approved yet. We’ll send another update once payroll confirms the amount and date. Payroll ref EMP-0144.
message_145,user_183,request_183,,2026-04-03T09:30:00Z,merchant,CartLane memiliki informasi baru tentang pembayaran atau pengembalian dana Anda. Tagihan dikenakan dalam mata uang asing. Bank Anda akan mengonfirmasi jumlah akhir dalam mata uang utama saat transaksi selesai. Jumlah akhir dalam mata uang utama menggunakan kurs saat transaksi selesai. Ref pesanan MER-0145.
message_146,user_184,,,2024-06-01T09:30:00Z,merchant,There’s a new payment update from BrightBasket. The foreign-currency refund is still processing. The final home-currency credit will be calculated when the refund settles. The home-currency credit may change with the settlement-date rate. Order ref MER-0146.
message_147,user_185,request_185,,2025-10-30T09:30:00Z,service_provider,"Hi, HomePortal here. The renewed lease increases monthly rent by 12%. The new amount applies from the next rent payment. The new amount will be used for the next rent payment. Case ref SER-0147."
message_148,user_186,request_186,,2025-12-29T09:30:00Z,employer,Here’s the latest payroll information from HarborWorks. Your next salary is reduced to ZAR 31889. The adjustment is due to approved unpaid leave. The adjustment will be visible on your next payslip. Payroll ref EMP-0148.
message_149,user_187,request_187,,2024-08-30T09:30:00Z,employer,A note from BrightPath Media about your upcoming pay. Your first salary from the new employer is INR 145000. It is confirmed for 2024-09-15. Bank processing may take the usual time after the payroll is released. Payroll ref EMP-0149.
message_150,user_188,request_188,event_17401,2025-01-30T09:30:00Z,employer,"A quick update from the payroll team at Cedar Health. The latest employer credit is the reimbursement for your earlier work expense. The claim is now closed and no additional reimbursement is scheduled. This payment is linked to an earlier work expense, not your regular salary. Payroll ref EMP-0150."
message_151,user_189,,,2026-07-02T09:30:00Z,employer,Your payroll details at HarborWorks have changed. Your monthly salary has increased to EUR 627. The change applies from 2026-07-15. The revised amount will appear on your next payslip. Payroll ref EMP-0151.
message_152,user_191,request_191,event_17662,2025-04-23T09:30:00Z,merchant,UrbanCart has received an update from the payment processor. Your refund has been initiated but has not reached your account yet. Most refunds are completed within ten business days. We’ll send another update when the credit is completed. Order ref MER-0152.
message_153,user_193,request_193,,2024-03-05T09:30:00Z,employer,Here’s the latest payroll information from Cedar Health. Your temporary monthly pay is EUR 1750.32. The reduced amount continues for the next payroll. This is the amount currently scheduled for the affected pay cycle. Payroll ref EMP-0153.
message_154,user_194,request_194,,2025-07-27T09:30:00Z,employer,Your payroll details at Northstar Labs have changed. Your confirmed salary is now expected on 2025-08-23. This replaces the payroll date shown in the earlier update. Please use the revised date for anything you normally pay around payday. Payroll ref EMP-0154.
message_155,user_195,request_195,,2026-01-04T09:30:00Z,employer,"Hi, HarborWorks payroll here. Your next salary is reduced to EUR 1222.65. The adjustment is due to approved unpaid leave. The adjustment will be visible on your next payslip. Payroll ref EMP-0155."
message_156,user_197,,,2025-10-25T09:30:00Z,employer,Cedar Health telah memperbarui catatan penggajian Anda. Gaji pertama Anda sebesar IDR 38190000 dijadwalkan pada 2025-11-15. Tim payroll sudah menyetujui pembayaran dan mengirimkannya untuk diproses. Dana baru akan terlihat setelah bank memproses berkas penggajian. Ref payroll EMP-0156.
message_157,user_198,request_198,event_18269,2026-06-28T09:30:00Z,bank,Here’s the latest transaction update from BluePeak Bank. The extra card charge is still being investigated. A reversal has not been posted to the account yet. The dispute is open and no reversal has been posted yet. Txn ref BAN-0157.
message_158,user_199,request_199,,2024-08-24T09:30:00Z,service_provider,Ada pemberitahuan dari ShiftPay tentang aktivitas akun terbaru. Pembayaran berikutnya dari ShiftPay masih tertunda. Penghasilan mingguan di aplikasi ShiftPay masih dapat berubah sampai pembayaran diselesaikan. Saldo belum dapat ditarik sampai status pembayaran menunjukkan selesai. Ref kasus SER-0158.
message_159,user_200,request_200,,2025-02-01T09:30:00Z,employer,Ada informasi baru dari HarborWorks tentang gaji Anda. Bonus kuartalan Anda masih menunggu hasil akhir penilaian kinerja. Jumlah akhir dan tanggal pembayaran belum disetujui. Kami akan mengirim pembaruan setelah tim payroll mengonfirmasi jumlah dan tanggalnya. Ref payroll EMP-0159.
message_160,user_201,request_201,,2026-03-26T09:30:00Z,employer,Tim payroll Northstar Labs telah mengirim pembaruan. Kontrak musiman saat ini telah berakhir. Belum ada pendapatan di luar musim atau perpanjangan kontrak yang dikonfirmasi. Kami akan menghubungi Anda jika jadwal kerja atau kontrak berikutnya disetujui. Ref payroll EMP-0160.
message_161,user_202,request_202,,2024-11-26T09:30:00Z,bank,"Harbor Bank has new information about one of your transactions. There are minimum payments due on two separate card accounts this month. A payment to one card will not cover the amount due on the other card. The minimums belong to separate accounts, so one payment won’t clear the other. Txn ref BAN-0161."
message_162,user_204,,,2025-12-24T09:30:00Z,employer,A quick update from the payroll team at BrightPath Media. Your first salary will be EUR 2024. The confirmed credit date is 2026-01-15. The money will appear after the bank posts the credit. Payroll ref EMP-0162.
message_163,user_208,,event_19182,2024-06-01T09:30:00Z,financial_service,Berikut informasi akun terbaru dari Nova Securities. Nilai investasi yang ditampilkan telah turun. Investasi tersebut belum dijual dan tidak ada transaksi tunai. Nilai yang ditampilkan akan terus berubah mengikuti harga pasar. Ref akun FIN-0163.
message_164,user_210,request_210,event_19334,2026-04-01T09:30:00Z,bank,A note from BluePeak Bank about recent activity on your account. The extra card charge is still being investigated. A reversal has not been posted to the account yet. The dispute is open and no reversal has been posted yet. Txn ref BAN-0164.
message_165,user_212,request_212,,2025-02-04T09:30:00Z,employer,Ada informasi baru dari Greenfield Foods tentang gaji Anda. Gaji yang sudah dikonfirmasi kini diperkirakan masuk pada 2025-02-23. Tanggal ini menggantikan tanggal penggajian pada pemberitahuan sebelumnya. Gunakan tanggal terbaru ini untuk pembayaran yang biasanya dilakukan saat gajian. Ref payroll EMP-0165.
message_166,user_213,request_213,,2025-12-30T09:30:00Z,employer,HarborWorks payroll has posted a new update. The current seasonal contract has ended. No off-season income or renewal has been confirmed. We’ll contact you separately if another shift block or contract is approved. Payroll ref EMP-0166.
message_167,user_214,request_214,,2024-11-25T09:30:00Z,merchant,BrightBasket has new information about your payment or refund. The foreign-currency refund is still processing. The final home-currency credit will be calculated when the refund settles. The home-currency credit may change with the settlement-date rate. Order ref MER-0167.
message_168,user_215,request_215,,2025-05-05T09:30:00Z,service_provider,"Hi, QuickCrew here. The next QuickCrew payout is still pending. The weekly earnings shown in the QuickCrew app can change until the payout is closed. The balance isn’t withdrawable until the payout shows as completed. Case ref SER-0168."
message_169,user_216,,,2026-06-28T09:30:00Z,employer,Here’s the latest payroll information from Cobalt Systems. Your monthly salary has increased to USD 2424. The change applies from 2026-07-15. The revised amount will appear on your next payslip. Payroll ref EMP-0169.
message_170,user_219,request_219,,2026-04-01T09:30:00Z,employer,A quick update from the payroll team at BrightPath Media. Regular salary of EUR 1914 resumes on 2026-04-15. A new recurring childcare payment begins in the same month. The updated pay and deductions will appear from the next cycle. Payroll ref EMP-0170.
message_171,user_220,,,2024-06-04T09:30:00Z,employer,A quick update from the payroll team at HarborWorks. Your temporary monthly pay is EUR 1346.40. The reduced amount continues for the next payroll. This is the amount currently scheduled for the affected pay cycle. Payroll ref EMP-0171.
message_172,user_221,request_221,event_20379,2025-10-29T09:30:00Z,merchant,Here’s the latest payment status from Everyday Store. Your refund has been initiated but has not reached your account yet. Most refunds are completed within ten business days. We’ll send another update when the credit is completed. Order ref MER-0172.
message_173,user_222,request_222,,2025-12-27T09:30:00Z,service_provider,There’s a new account update from ClientDesk. The client approved an invoice payment of ZAR 35200. Settlement is expected on 2026-01-15; the other submitted invoices are still awaiting approval. Only invoices marked as confirmed should be included in the upcoming payout. Case ref SER-0173.
message_174,user_224,,event_20615,2025-01-23T09:30:00Z,employer,"Ada informasi baru dari BrightPath Media tentang gaji Anda. Dana terbaru dari perusahaan adalah penggantian atas biaya kerja Anda sebelumnya. Klaim sudah ditutup dan tidak ada penggantian tambahan yang dijadwalkan. Pembayaran ini terkait biaya kerja sebelumnya, bukan gaji rutin Anda. Ref payroll EMP-0174."
message_175,user_225,request_225,,2026-06-28T09:30:00Z,service_provider,HomePortal memiliki informasi baru tentang pembayaran berikutnya. Perpanjangan sewa menaikkan biaya sewa bulanan sebesar 12%. Jumlah baru berlaku mulai pembayaran sewa berikutnya. Jumlah baru akan digunakan untuk pembayaran sewa berikutnya. Ref kasus SER-0175.
message_176,user_226,,,2024-11-25T09:30:00Z,employer,Greenfield Foods has updated your payroll record. Your regular salary for the next payroll is INR 260000. The same payroll includes a one-time arrears adjustment of INR 117000. Your next payslip will show the regular pay and any one-off adjustment separately. Payroll ref EMP-0176.
message_177,user_227,,,2025-04-25T09:30:00Z,employer,"Hi, Cobalt Systems payroll here. Your quarterly bonus is still subject to the final performance review. The final amount and payment date have not been approved yet. We’ll send another update once payroll confirms the amount and date. Payroll ref EMP-0177."
message_178,user_228,,,2026-04-04T09:30:00Z,employer,Ada informasi baru dari Northstar Labs tentang gaji Anda. Gaji pertama Anda sebesar IDR 30400000. Tanggal kredit yang dikonfirmasi adalah 2026-04-15. Dana akan terlihat setelah bank mencatat kreditnya. Ref payroll EMP-0178.
message_179,user_229,,event_21101,2024-02-25T09:30:00Z,bank,A note from Northfield Bank about recent activity on your account. The previous debit attempt failed. The bill is still outstanding and another debit will be attempted. The bill is still open and another debit may be attempted. Txn ref BAN-0179.
message_180,user_230,,,2025-08-05T09:30:00Z,employer,Northstar Labs has updated your payroll record. One household employment record has ended. The remaining confirmed monthly salary is EUR 2827. Any income that has ended should be removed from future estimates. Payroll ref EMP-0180.
message_181,user_232,,,2024-05-26T09:30:00Z,employer,A note from Cobalt Systems about your upcoming pay. Your first salary will be EUR 2772. The confirmed credit date is 2024-06-15. The money will appear after the bank posts the credit. Payroll ref EMP-0181.
message_182,user_233,,,2025-11-03T09:30:00Z,employer,Berikut informasi penggajian terbaru dari Northstar Labs. Gaji pertama Anda sebesar IDR 16910000 dijadwalkan pada 2025-11-15. Tim payroll sudah menyetujui pembayaran dan mengirimkannya untuk diproses. Dana baru akan terlihat setelah bank memproses berkas penggajian. Ref payroll EMP-0182.
message_183,user_234,request_234,event_21582,2026-06-27T09:30:00Z,bank,Summit Bank has reviewed the transaction on your account. The extra card charge is still being investigated. A reversal has not been posted to the account yet. The dispute is open and no reversal has been posted yet. Txn ref BAN-0183.
message_184,user_235,request_235,,2024-08-30T09:30:00Z,merchant,"Hi, MarketDock here with an update on your payment. The foreign-currency refund is still processing. The final home-currency credit will be calculated when the refund settles. The home-currency credit may change with the settlement-date rate. Order ref MER-0184."
message_185,user_236,,event_21785,2025-01-27T09:30:00Z,financial_service,Ada pembaruan baru untuk akun PocketVest Anda. Nilai investasi yang ditampilkan telah turun. Investasi tersebut belum dijual dan tidak ada transaksi tunai. Nilai yang ditampilkan akan terus berubah mengikuti harga pasar. Ref akun FIN-0185.
message_186,user_237,request_237,,2026-03-26T09:30:00Z,employer,Ada pembaruan singkat dari tim payroll BrightPath Media. Kontrak musiman saat ini telah berakhir. Belum ada pendapatan di luar musim atau perpanjangan kontrak yang dikonfirmasi. Kami akan menghubungi Anda jika jadwal kerja atau kontrak berikutnya disetujui. Ref payroll EMP-0186.
message_187,user_238,request_238,,2024-11-26T09:30:00Z,employer,Your payroll details at Northstar Labs have changed. One household employment record has ended. The remaining confirmed monthly salary is USD 912. Any income that has ended should be removed from future estimates. Payroll ref EMP-0187.
message_188,user_240,request_240,,2025-12-26T09:30:00Z,employer,Cobalt Systems payroll has posted a new update. Your first salary will be INR 62000. The confirmed credit date is 2026-01-15. The money will appear after the bank posts the credit. Payroll ref EMP-0188.
message_189,user_241,request_241,,2024-02-29T09:30:00Z,employer,Riverline Retail telah memperbarui catatan penggajian Anda. Kontrak musiman saat ini telah berakhir. Belum ada pendapatan di luar musim atau perpanjangan kontrak yang dikonfirmasi. Kami akan menghubungi Anda jika jadwal kerja atau kontrak berikutnya disetujui. Ref payroll EMP-0189.
message_190,user_242,,,2025-08-01T09:30:00Z,employer,"Hi, Riverline Retail payroll here. Your first salary of EUR 968 is scheduled for 2025-08-15. Payroll has approved the payment and sent it for processing. The credit will show only after the bank processes the payroll file. Payroll ref EMP-0190."
message_191,user_245,,,2025-10-28T09:30:00Z,employer,A quick update from the payroll team at Cedar Health. Your salary of USD 1680 is confirmed for 2025-11-15. The receiving bank will convert it using the rate applied on the settlement date. The amount received in your home currency will depend on the settlement-date conversion. Payroll ref EMP-0191.
message_192,user_246,request_246,,2026-03-24T09:30:00Z,employer,Here’s the latest payroll information from Cedar Health. Your employment has ended. There are no regular salary payments scheduled after the final settlement. Details of any final settlement will be sent separately. Payroll ref EMP-0192.
message_193,user_247,request_247,,2024-08-30T09:30:00Z,employer,Northstar Labs payroll has posted a new update. Your temporary monthly pay is EUR 1528.56. The reduced amount continues for the next payroll. This is the amount currently scheduled for the affected pay cycle. Payroll ref EMP-0193.
message_194,user_248,,,2025-02-02T09:30:00Z,employer,Riverline Retail payroll has posted a new update. Your confirmed base salary is USD 1548. The commission shown for open deals is still pending approval. Open deals will stay out of the payout until the commission is marked as earned. Payroll ref EMP-0194.
message_195,user_249,request_249,,2025-12-27T09:30:00Z,employer,Here’s the latest payroll information from Greenfield Foods. Your next salary is reduced to USD 702. The adjustment is due to approved unpaid leave. The adjustment will be visible on your next payslip. Payroll ref EMP-0195.
message_196,user_250,,,2024-12-01T09:30:00Z,employer,A note from Cobalt Systems about your upcoming pay. Your first salary from the new employer is ZAR 53680. It is confirmed for 2024-12-15. Bank processing may take the usual time after the payroll is released. Payroll ref EMP-0196.
message_197,user_252,request_252,event_23203,2026-06-24T09:30:00Z,bank,Summit Bank memiliki informasi baru tentang salah satu transaksi Anda. Tagihan kartu tambahan masih dalam penyelidikan. Dana pembalikannya belum tercatat di rekening. Sengketa masih terbuka dan dana pembalikan belum tercatat. Ref transaksi BAN-0197.
message_198,user_253,request_253,event_23306,2024-03-06T09:30:00Z,bank,Oakline Bank has reviewed the transaction on your account. The previous debit attempt failed. The bill is still outstanding and another debit will be attempted. The bill is still open and another debit may be attempted. Txn ref BAN-0198.
message_199,user_254,,,2025-07-29T09:30:00Z,employer,Your payroll details at Greenfield Foods have changed. Your quarterly bonus is still subject to the final performance review. The final amount and payment date have not been approved yet. We’ll send another update once payroll confirms the amount and date. Payroll ref EMP-0199.
message_200,user_256,request_256,,2024-06-01T09:30:00Z,employer,"Hi, Riverline Retail payroll here. Your first salary will be INR 214000. The confirmed credit date is 2024-06-15. The money will appear after the bank posts the credit. Payroll ref EMP-0200."
message_201,user_259,request_259,event_23855,2024-08-29T09:30:00Z,bank,BluePeak Bank has reviewed the transaction on your account. The previous debit attempt failed. The bill is still outstanding and another debit will be attempted. The bill is still open and another debit may be attempted. Txn ref BAN-0201.
message_202,user_261,request_261,,2026-06-25T09:30:00Z,bank,"Hi, Summit Bank here. The matching debit and credit came from a transfer between your two accounts. Both accounts are registered under the same account holder. Both entries will remain visible in your transaction history. Txn ref BAN-0202."
message_203,user_262,request_262,,2024-11-23T09:30:00Z,employer,Tim payroll Cedar Health telah mengirim pembaruan. Salah satu sumber pendapatan kerja rumah tangga telah berakhir. Sisa gaji bulanan yang dikonfirmasi adalah IDR 48260000. Pendapatan yang sudah berakhir harus dikeluarkan dari perkiraan berikutnya. Ref payroll EMP-0203.
message_204,user_263,,,2025-04-28T09:30:00Z,employer,Your payroll details at Riverline Retail have changed. Your salary of EUR 1485 is confirmed for 2025-05-15. The receiving bank will convert it using the rate applied on the settlement date. The amount received in your home currency will depend on the settlement-date conversion. Payroll ref EMP-0204.
message_205,user_264,request_264,event_24352,2026-04-01T09:30:00Z,financial_service,Nova Securities has shared an update about your funds. The displayed value of the investment has fallen. The holding has not been sold and there has been no cash transaction. The displayed value will continue to move with market prices. Account ref FIN-0205.
message_206,user_265,,,2024-02-28T09:30:00Z,employer,A note from Greenfield Foods about your upcoming pay. The current seasonal contract has ended. No off-season income or renewal has been confirmed. We’ll contact you separately if another shift block or contract is approved. Payroll ref EMP-0206.
message_207,user_266,request_266,event_24534,2025-07-28T09:30:00Z,financial_service,Northstar Funds has shared an update about your funds. Your portfolio’s displayed market value has increased substantially. No units have been sold and no cash proceeds have been generated. The displayed value will continue to move with market prices. Account ref FIN-0207.
message_208,user_267,request_267,,2026-01-03T09:30:00Z,merchant,A note from CartLane about your recent purchase. The bill was charged in a foreign currency. Your bank will confirm the final home-currency amount when the transaction settles. The final home-currency amount will use the rate applied when it settles. Order ref MER-0208.
message_209,user_268,,,2024-06-04T09:30:00Z,financial_service,Here’s the latest account information from PrizeLine. Your prize claim has been verified and is still in payment processing. The payment has not been credited to your account yet. We’ll confirm again if and when the money is actually credited. Account ref FIN-0209.
message_210,user_269,request_269,,2025-10-31T09:30:00Z,employer,Your payroll details at Northstar Labs have changed. Your first salary of ZAR 38280 is scheduled for 2025-11-15. Payroll has approved the payment and sent it for processing. The credit will show only after the bank processes the payroll file. Payroll ref EMP-0210.
message_211,user_271,request_271,,2024-08-26T09:30:00Z,employer,"Hi, Greenfield Foods payroll here. Your regular salary for the next payroll is INR 103000. The same payroll includes a one-time arrears adjustment of INR 46350. Your next payslip will show the regular pay and any one-off adjustment separately. Payroll ref EMP-0211."
message_212,user_272,request_272,,2025-02-02T09:30:00Z,employer,Tim payroll Cobalt Systems telah mengirim pembaruan. Bonus kuartalan Anda masih menunggu hasil akhir penilaian kinerja. Jumlah akhir dan tanggal pembayaran belum disetujui. Kami akan mengirim pembaruan setelah tim payroll mengonfirmasi jumlah dan tanggalnya. Ref payroll EMP-0212.
message_213,user_273,request_273,,2026-03-30T09:30:00Z,bank,Harbor Bank telah meninjau transaksi pada rekening Anda. Debit dan kredit dengan jumlah yang sama berasal dari transfer antara dua rekening Anda. Kedua rekening terdaftar atas nama pemilik yang sama. Kedua transaksi akan tetap terlihat dalam riwayat rekening Anda. Ref transaksi BAN-0213.
message_214,user_274,request_274,,2024-11-24T09:30:00Z,merchant,Everyday Store has new information about your payment or refund. The foreign-currency refund is still processing. The final home-currency credit will be calculated when the refund settles. The home-currency credit may change with the settlement-date rate. Order ref MER-0214.
message_215,user_275,request_275,event_25342,2025-04-24T09:30:00Z,merchant,"UrbanCart memiliki informasi baru tentang pembayaran atau pengembalian dana Anda. Pengembalian dana sudah diproses, tetapi belum masuk ke rekening Anda. Sebagian besar pengembalian dana selesai dalam sepuluh hari kerja. Kami akan mengirim pembaruan saat kredit sudah selesai. Ref pesanan MER-0215."
